68 0.133399
69 0.019314
95 0.215961
9 0.013182
11 0.011674
68 0.098005
12 0.009024
55 0.106194
88 0.155381
16 0.030419
8 0.009241
10 0.014002
29 0.020499
29 0.025827
248 0.569527
52 0.129207
592 0.536132
437 0.239104
5 0.010538
97 0.169800
4 0.006293
31 0.017519
44 0.113099
69 0.017892
119 0.076888
108 0.170040
12 0.022952
82 0.083317
41 0.094859
25 0.043360
53 0.038078
65 0.120772
32 0.022683
98 0.163178
86 0.209116
9 0.012408
26 0.022744
7053 139.125154
84 0.023841
9 0.006530
15 0.018818
56 0.033029
81 0.140708
20 0.029477
15 0.013022
7 0.005104
49 0.136737
4 0.008859
69 0.043570
414 0.149731
21 0.020869
4 0.006563
394 0.088052
98 0.312417
37 0.076947
412 1.167609
13 0.022748
132 0.258614
41 0.060861
80 0.108914
49 0.115708
4 0.007111
69 0.018422
414 0.130389
21 0.020448
4 0.004941
394 0.123843
98 0.323099
37 0.059424
412 1.311101
13 0.022336
132 0.338101
41 0.037994
80 0.108297
82 0.060601
41 0.050937
25 0.032265
53 0.033000
65 0.058008
32 0.015996
98 0.139177
86 0.180950
9 0.011467
26 0.016585
7053 140.757867
15 0.015463
84 0.020069
9 0.007389
15 0.018696
56 0.030957
7 0.004713
81 0.206635
20 0.022053
35 0.115427
4 0.024827
4 0.007769
69 0.020716
137 0.641900
173 0.035785
104 0.075473
104 0.205156
35 0.096638
4 0.006961
4 0.005883
69 0.021386
137 0.530712
173 0.047460
104 0.069285
104 0.267349
35 0.114779
4 0.008922
4 0.008026
69 0.024822
137 0.761814
173 0.052778
104 0.079942
104 0.225992
35 0.094163
4 0.006830
4 0.005738
69 0.017453
137 0.464166
173 0.050182
104 0.090607
104 0.230425
40 0.152802
4 0.035078
69 0.025188
124 0.410868
37 0.080865
49 0.080936
40 0.097041
4 0.006407
69 0.017333
124 0.300330
37 0.086445
49 0.064206
61 0.116132
4 0.006599
4 0.008202
69 0.021266
196 0.607906
7 0.012915
7 0.008714
32 0.036905
25 0.054701
44 0.039907
9 0.009597
97 0.153278
7 0.008865
7 0.010287
32 0.032855
22 0.051350
49 0.095428
9 0.012899
77 0.124241
5 0.007584
22 0.034603
41 0.041747
13 0.010958
137 0.122303
5 0.005899
12 0.012596
53 0.049176
13 0.012415
119 0.146106
53 0.046197
110 0.153088
9 0.007201
13 0.019743
106 0.110071
13 0.012981
239 0.381825
187 0.041950
110 0.094076
13 0.013478
27 0.029333
104 0.254471
61 0.179661
4 0.010576
4 0.008681
69 0.027308
196 0.788655
7 0.010020
7 0.009957
32 0.026382
25 0.038509
44 0.045587
9 0.011732
97 0.182367
7 0.008632
7 0.009725
32 0.034793
22 0.026672
49 0.112932
9 0.009465
77 0.095245
5 0.004985
22 0.034761
41 0.041611
13 0.011974
137 0.179728
5 0.006573
12 0.017044
53 0.035777
13 0.012932
119 0.159680
53 0.054300
110 0.099668
9 0.008413
13 0.027417
106 0.115017
13 0.011173
239 0.358158
187 0.048297
110 0.071301
104 0.279785
13 0.010142
27 0.028203
40 0.120992
4 0.008733
69 0.022681
345 0.226007
32 0.065154
21 0.012259
44 0.097750
422 0.135326
31 0.069355
40 0.046682
40 0.100833
4 0.006488
69 0.017268
345 0.157314
32 0.051543
44 0.113839
21 0.017461
422 0.134763
31 0.059046
40 0.040768
53 0.162823
4 0.008635
69 0.041834
235 0.476086
4 0.009057
55 0.118672
232 0.961761
118 0.064642
115 0.346267
53 0.108825
4 0.006686
69 0.017460
235 0.420049
4 0.009019
55 0.156156
232 0.901922
118 0.055546
115 0.398835
55 0.111686
69 0.018112
211 0.061912
41 0.037702
24 0.009491
11 0.009963
22 0.029568
22 0.029631
99 0.537869
572 1.009910
154 0.205866
136 0.750451
43 0.127056
55 0.111915
69 0.017625
211 0.079349
41 0.053881
46 0.125631
69 0.022210
235 0.147229
59 0.140763
318 1.415930
46 0.052063
64 0.035541
46 0.100303
69 0.017938
235 0.127112
59 0.152422
318 1.742348
46 0.043771
64 0.041431
24 0.041618
11 0.017390
22 0.027437
22 0.024302
99 0.456816
572 1.193434
154 0.278875
136 0.726445
43 0.111034
24 0.042354
11 0.017788
22 0.028415
22 0.018744
99 0.495097
572 1.072988
154 0.234096
136 0.839122
43 0.106285
62 0.116710
69 0.022691
255 0.067753
62 0.117117
69 0.022692
255 0.060406
42 0.146294
69 0.023174
441 0.624668
9 0.014547
22 0.027371
5 0.005761
5 0.005608
156 0.051028
4 0.011453
4 0.005215
42 0.103005
69 0.017614
441 0.475818
9 0.018804
22 0.039427
5 0.006126
5 0.005758
156 0.071763
4 0.011691
4 0.004264
30 0.086853
69 0.017973
75 0.214024
181 0.123644
30 0.105984
69 0.022812
75 0.182587
181 0.205231
57 0.202614
69 0.026841
144 0.509463
525 0.052438
57 0.169224
79 0.174548
57 0.112872
69 0.017818
144 0.413217
525 0.071171
57 0.183364
79 0.152090
139 0.266828
10 0.018290
7 0.008322
10 0.015454
68 0.265994
11 0.014784
7 0.009223
7 0.008370
34 0.069730
79 0.176922
2042 1.071601
19 0.023006
18 0.022955
10 0.017816
22 0.031482
412 0.210783
52 0.208768
50 0.111523
61 0.052440
36 0.054662
92 0.180055
21 0.071528
36 0.040587
140 0.043583
822 0.266556
9 0.026482
20 0.051028
195 1.449981
11 0.018703
10 0.007823
16 0.046973
8 0.013398
32 0.057056
19 0.026412
21 0.013509
340 0.095013
268 1.189670
22 0.059703
14 0.015138
49 0.153155
51 0.109624
28 0.088724
8 0.016200
71 0.075788
18 0.032358
32 0.116189
69 0.026695
139 0.060714
42 0.121862
32 0.090929
69 0.017417
139 0.047389
42 0.081765
27 0.060754
13 0.015517
27 0.016512
52 0.103403
8 0.012661
14 0.009010
33 0.041227
3 0.004903
139 0.290088
10 0.015686
7 0.009066
10 0.016661
68 0.228658
11 0.010964
7 0.013976
7 0.010910
34 0.074272
79 0.245254
2042 1.056186
22 0.040334
412 0.188884
52 0.240322
50 0.121314
